image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004726.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000418.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008373.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004935.jpg,['aeroplane'],1.0,0.0,0.0,0.015,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_001426.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003635.jpg,['aeroplane'],1.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003696.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007229.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.003,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_003111.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000387.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002929.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008044.jpg,['aeroplane'],1.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.046,0.0,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_000021.jpg,['aeroplane'],1.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.233,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001713.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004605.jpg,"['aeroplane', 'car']",1.0,0.001,0.0,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004108.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000260.jpg,['aeroplane'],1.0,0.001,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.01,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_001294.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004535.jpg,['aeroplane'],1.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002432.jpg,['aeroplane'],1.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_005210.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007480.jpg,"['aeroplane', 'car']",1.0,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000103.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000981.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.002,0.026,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.001,0.0,0.0,0.002
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001962.jpg,['aeroplane'],1.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_003127.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002310.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000295.jpg,['aeroplane'],1.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002147.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004917.jpg,['aeroplane'],1.0,0.001,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003278.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.034,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001696.jpg,"['aeroplane', 'person']",1.0,0.0,0.0,0.001,0.0,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001850.jpg,['aeroplane'],1.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000656.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006896.jpg,['aeroplane'],1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_001049.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.061,0.002,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008711.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.006,0.005,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.005,0.03,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_005556.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.012,0.004,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000829.jpg,"['bicycle', 'motorbike']",0.0,1.0,0.0,0.0,0.055,0.006,0.013,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.017,0.006,0.0,0.002,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002194.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.009,0.006,0.001,0.001,0.003,0.002,0.0,0.0,0.0,0.0,0.002,0.007,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000342.jpg,['bicycle'],0.0,1.0,0.001,0.0,0.058,0.001,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.002,0.001,0.004,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_005116.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.009,0.001,0.022,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_003169.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.077,0.004,0.029,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.005,0.006,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000412.jpg,['bicycle'],0.0,1.0,0.002,0.0,0.005,0.005,0.002,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001456.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.008,0.003,0.027,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.007,0.001,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_006519.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.02,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000319.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.006,0.007,0.013,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.998,0.0,0.0,0.0,0.002,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_003251.jpg,['bicycle'],0.0,1.0,0.001,0.0,0.025,0.006,0.017,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.002,0.009,0.004,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002928.jpg,"['bicycle', 'pottedplant']",0.0,1.0,0.001,0.0,0.031,0.003,0.009,0.0,0.023,0.002,0.0,0.002,0.0,0.0,0.002,0.052,0.015,0.002,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004921.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.001,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.001,0.011,0.999,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002326.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.016,0.004,0.019,0.0,0.063,0.001,0.0,0.0,0.0,0.002,0.012,0.003,0.001,0.004,0.015,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000896.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.017,0.011,0.033,0.0,0.0,0.0,0.0,0.0,0.001,0.019,0.998,0.0,0.004,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000634.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.057,0.006,0.042,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.001,0.0,0.003,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_004182.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.345,0.002,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.016,0.0,0.0,0.005,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_004784.jpg,"['bicycle', 'person']",0.0,1.0,0.001,0.0,0.003,0.004,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.003,0.997,0.0,0.001,0.002,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_002833.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.005,0.022,0.116,0.001,0.0,0.001,0.0,0.0,0.0,0.003,0.115,0.008,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007719.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.012,0.003,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.039,0.003,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_007766.jpg,"['bicycle', 'person']",0.0,1.0,0.001,0.0,0.009,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.062,1.0,0.0,0.002,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004664.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.03,0.002,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.003,0.995,0.017,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008724.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.013,0.004,0.017,0.001,0.001,0.0,0.0,0.0,0.0,0.02,0.056,0.011,0.002,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000461.jpg,"['bicycle', 'car', 'person']",0.0,1.0,0.0,0.0,0.009,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,1.0,0.001,0.001,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_002814.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.014,0.008,0.034,0.0,0.001,0.003,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_008758.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.002,0.019,0.309,0.0,0.001,0.0,0.0,0.0,0.0,0.061,0.997,0.003,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000756.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.011,0.002,0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.003,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000950.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.038,0.005,0.127,0.0,0.002,0.002,0.0,0.0,0.0,0.002,0.002,0.045,0.001,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_000803.jpg,"['bicycle', 'motorbike', 'person']",0.0,1.0,0.0,0.0,0.011,0.003,0.011,0.0,0.001,0.0,0.0,0.0,0.0,0.012,1.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_000898.jpg,['bicycle'],0.0,1.0,0.0,0.0,0.008,0.002,0.009,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.001,0.013,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_005178.jpg,['bicycle'],0.0,1.0,0.0,0.001,0.006,0.014,0.092,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.05,0.004,0.0,0.003,0.003,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_000474.jpg,['bicycle'],0.0,1.0,0.002,0.0,0.003,0.003,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.003,0.003,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000573.jpg,"['bicycle', 'bottle']",0.0,1.0,0.0,0.0,0.056,0.007,0.124,0.0,0.002,0.0,0.0,0.001,0.0,0.001,0.011,0.349,0.0,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_002192.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.001,0.01,0.103,0.0,0.0,0.0,0.0,0.009,0.002,0.037,1.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_001540.jpg,['bicycle'],0.0,1.0,0.001,0.0,0.018,0.003,0.018,0.0,0.001,0.0,0.0,0.002,0.0,0.002,0.003,0.008,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003905.jpg,"['bicycle', 'car', 'pottedplant']",0.0,1.0,0.0,0.0,0.017,0.009,0.023,0.0,0.005,0.0,0.0,0.0,0.0,0.001,0.021,0.008,0.001,0.001,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003205.jpg,"['bicycle', 'car', 'person']",0.0,1.0,0.0,0.0,0.294,0.021,0.638,0.0,0.002,0.0,0.0,0.0,0.0,0.015,1.0,0.0,0.0,0.0,0.0,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004758.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.023,0.023,0.075,0.0,0.003,0.0,0.0,0.001,0.0,0.007,1.0,0.003,0.001,0.0,0.001,0.001
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_000194.jpg,"['bicycle', 'person']",0.0,1.0,0.0,0.0,0.009,0.044,0.393,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.904,0.001,0.0,0.0,0.002,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_001138.jpg,['bicycle'],0.0,0.999,0.0,0.0,0.012,0.001,0.02,0.0,0.003,0.001,0.0,0.0,0.0,0.001,0.009,0.035,0.0,0.002,0.002,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000985.jpg,['bicycle'],0.0,0.999,0.0,0.0,0.004,0.005,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.002,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003908.jpg,"['bicycle', 'person']",0.0,0.999,0.0,0.0,0.013,0.014,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.73,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_002883.jpg,['bicycle'],0.0,0.999,0.0,0.0,0.004,0.002,0.019,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.003,0.039,0.0,0.001,0.003,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000820.jpg,"['bicycle', 'person']",0.0,0.999,0.0,0.0,0.145,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.001,1.0,0.0,0.006,0.001,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003270.jpg,['bicycle'],0.0,0.999,0.001,0.0,0.002,0.002,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.005,0.002,0.0,0.001,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003224.jpg,['bicycle'],0.002,0.999,0.0,0.0,0.079,0.014,0.109,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.051,0.003,0.001,0.009,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2010_003912.jpg,"['bicycle', 'bottle']",0.0,0.999,0.002,0.0,0.007,0.004,0.003,0.001,0.008,0.0,0.0,0.0,0.0,0.007,0.005,0.002,0.001,0.0,0.001,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_003832.jpg,['bicycle'],0.0,0.999,0.001,0.0,0.005,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004084.jpg,['bird'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_001683.jpg,['bird'],0.0,0.0,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2011_003213.jpg,['bird'],0.0,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_003291.jpg,['bird'],0.0,0.001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_002429.jpg,['bird'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000370.jpg,['bird'],0.0,0.0,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000664.jpg,['bird'],0.0,0.005,1.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_000206.jpg,['bird'],0.0,0.002,1.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2009_004886.jpg,['bird'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
/static/data/VOCdevkit/VOC2012\JPEGImages\2008_000533.jpg,['bird'],0.0,0.0,1.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
