image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2011_000427.jpg,1e-05,0.000193,0.00040199999999999996,7.3e-05,0.529343,1e-06,0.000118,0.007122,0.37511300000000003,1.1e-05,0.8879739999999999,0.000612,3.9e-05,0.000266,0.999082,0.036624000000000004,0.00011499999999999999,0.001943,5e-06,0.009325
../data/VOCdevkit/VOC2012\JPEGImages\2008_008365.jpg,0.000524,0.005233,0.0016920000000000001,0.003833,0.038012,0.000299,0.001482,0.001575,0.9961909999999999,9.300000000000001e-05,0.885916,0.000947,0.000523,0.000192,0.011509,0.731045,2e-05,0.093347,0.000173,0.085672
../data/VOCdevkit/VOC2012\JPEGImages\2010_001851.jpg,0.000368,0.005079,0.000491,0.000504,0.019175,0.0008089999999999999,0.002718,0.000466,0.9984040000000001,0.000121,0.8572719999999999,0.002175,0.000288,0.000145,0.009281000000000001,0.892407,7.000000000000001e-06,0.112356,0.000177,0.02795
../data/VOCdevkit/VOC2012\JPEGImages\2008_004948.jpg,8.9e-05,0.000983,0.000559,0.00028,0.65261,0.00014099999999999998,0.001633,0.003462,0.43188999999999994,0.00013000000000000002,0.854317,0.00262,0.000148,0.000592,0.998771,0.06663999999999999,0.000603,0.017205,0.000664,0.043953
../data/VOCdevkit/VOC2012\JPEGImages\2009_002743.jpg,0.00010700000000000001,0.000811,0.0017170000000000002,0.0009390000000000001,0.19075799999999998,3.7e-05,0.00044800000000000005,0.006376,0.974666,0.000175,0.8535799999999999,0.003908,0.001092,0.000131,0.9529479999999999,0.226248,0.000136,0.058023000000000005,0.000121,0.06482
../data/VOCdevkit/VOC2012\JPEGImages\2011_002241.jpg,0.001444,0.0008119999999999999,0.001661,0.000286,0.01075,0.00044800000000000005,0.004018,0.001193,0.9993920000000001,8.8e-05,0.842483,0.000392,0.001183,0.000101,0.006648,0.055282000000000005,9e-06,0.0061070000000000004,8e-05,0.006005
../data/VOCdevkit/VOC2012\JPEGImages\2008_002973.jpg,0.000165,0.001355,0.001144,0.000512,0.27219299999999996,5.3e-05,0.000942,0.006309,0.824652,0.00025499999999999996,0.842026,0.005693999999999999,0.000234,0.000269,0.9890620000000001,0.391811,0.000236,0.0074010000000000005,0.000123,0.02936
../data/VOCdevkit/VOC2012\JPEGImages\2008_008362.jpg,0.000178,0.0019850000000000002,0.000421,0.000679,0.483126,0.000731,0.002961,0.001185,0.236546,0.00040300000000000004,0.8316889999999999,0.006186,0.00047000000000000004,0.000889,0.999609,0.312891,0.000662,0.023459999999999998,0.002625,0.014887000000000001
../data/VOCdevkit/VOC2012\JPEGImages\2009_000846.jpg,1.4000000000000001e-05,3.3e-05,0.000118,1.4000000000000001e-05,0.92004,1e-06,0.0013109999999999999,0.018823,0.020423,7.000000000000001e-06,0.8223879999999999,7.8e-05,2e-06,0.000236,0.000895,0.855138,0.0,5e-06,0.0,2.3e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_004720.jpg,0.0012699999999999999,0.0029230000000000003,0.002924,0.0006580000000000001,0.604581,0.000763,0.0036030000000000003,0.085739,0.4228,0.001355,0.819783,0.0035700000000000003,0.0008230000000000001,0.008403,0.10103999999999999,0.48527600000000004,0.00020099999999999998,0.005367,0.000919,0.0041340000000000005
../data/VOCdevkit/VOC2012\JPEGImages\2009_002487.jpg,0.000542,0.001529,0.001945,0.000105,0.025486,3.7e-05,0.000944,0.002949,0.9994350000000001,1.8e-05,0.817842,0.00028900000000000003,0.000218,0.000171,0.0010279999999999998,0.499188,5e-06,0.004511,2e-05,0.009912
../data/VOCdevkit/VOC2012\JPEGImages\2009_005205.jpg,0.005565,0.0034950000000000003,0.001468,0.0016649999999999998,0.157421,0.001175,0.018682,0.0047020000000000005,0.8812639999999999,0.000333,0.80586,0.0008460000000000001,0.001024,0.002715,0.05559,0.118404,6.1e-05,0.01072,0.000217,0.234839
../data/VOCdevkit/VOC2012\JPEGImages\2009_005171.jpg,0.001884,0.0014869999999999998,0.00084,0.001492,0.046647,0.0018449999999999999,0.004043,0.000918,0.9917379999999999,0.000139,0.799478,0.00047300000000000006,0.0034909999999999997,0.00018600000000000002,0.024896,0.07711799999999999,2.8999999999999997e-05,0.013345,0.0038759999999999997,0.034858999999999994
../data/VOCdevkit/VOC2012\JPEGImages\2010_002373.jpg,5.7999999999999994e-05,0.000131,0.012066,6.1e-05,0.254429,3e-06,8.9e-05,0.056201,0.736549,0.00024300000000000002,0.794812,0.0041270000000000005,4.9e-05,8.3e-05,0.569643,0.105637,0.000118,0.004733,1.2e-05,0.004453
../data/VOCdevkit/VOC2012\JPEGImages\2009_003440.jpg,3.6e-05,0.000906,0.0012720000000000001,0.000188,0.033889999999999997,8.9e-05,0.0008089999999999999,0.001105,0.995607,3.8e-05,0.793084,0.0015810000000000002,5.1e-05,1.2e-05,0.004965,0.9125690000000001,5e-06,0.044654,3.1e-05,0.014772
../data/VOCdevkit/VOC2012\JPEGImages\2011_000408.jpg,0.00013000000000000002,0.002234,0.0022329999999999997,0.00023199999999999997,0.382359,0.000254,0.0017219999999999998,0.004832,0.408401,0.000667,0.786406,0.007911,0.000381,0.0006129999999999999,0.997828,0.42351700000000003,0.001449,0.012083,0.0011380000000000001,0.006179
../data/VOCdevkit/VOC2012\JPEGImages\2010_003531.jpg,7e-05,0.001975,0.0054329999999999995,0.000333,0.025911,0.000118,0.000858,0.008567,0.996181,0.000218,0.783205,0.006273,0.000217,7.8e-05,0.017033,0.866548,3.3e-05,0.0674,4.5e-05,0.04216
../data/VOCdevkit/VOC2012\JPEGImages\2008_002567.jpg,2.4e-05,0.002539,0.000204,3.5e-05,0.437275,5e-05,0.0008269999999999999,0.002617,0.53376,4.4e-05,0.778075,0.005671,0.00081,0.000367,0.998966,0.365012,6.9e-05,0.006936,0.000138,0.09486699999999999
../data/VOCdevkit/VOC2012\JPEGImages\2010_005936.jpg,7.2e-05,0.000817,0.002073,0.00033999999999999997,0.216156,2e-05,0.00040899999999999997,0.0026030000000000003,0.369898,0.000175,0.776339,0.006077,0.000121,0.000234,0.9898620000000001,0.138958,0.000128,0.027496,1.9e-05,0.022597
../data/VOCdevkit/VOC2012\JPEGImages\2009_004499.jpg,0.001641,0.00796,0.0015,0.0015,0.037882,0.014756,0.015696,0.000837,0.983816,0.0011220000000000002,0.765336,0.0010550000000000002,0.053821,0.000734,0.059753999999999995,0.05744199999999999,0.000478,0.0008820000000000001,0.026929,0.000889
../data/VOCdevkit/VOC2012\JPEGImages\2008_002508.jpg,0.000522,0.002386,0.002408,0.000792,0.039927,0.000205,0.0017510000000000002,0.006125,0.989395,0.00043,0.75559,0.0021030000000000003,0.000657,0.00046100000000000004,0.031007,0.385815,9.499999999999999e-05,0.19618,0.000648,0.183289
../data/VOCdevkit/VOC2012\JPEGImages\2008_000835.jpg,3.8e-05,0.00144,0.001045,0.000315,0.686587,1.8e-05,0.000348,0.011179000000000001,0.40236,7.3e-05,0.752837,0.0017230000000000001,0.000207,0.000549,0.9988450000000001,0.099371,0.00028700000000000004,0.018545,8.6e-05,0.019521
../data/VOCdevkit/VOC2012\JPEGImages\2011_000098.jpg,0.0015789999999999999,0.002784,0.0023420000000000003,0.002934,0.026097000000000002,0.0012720000000000001,0.011686,0.003665,0.9948600000000001,0.00022,0.749562,0.002232,0.002186,0.001315,0.017847,0.156052,8.6e-05,0.035306,0.0008730000000000001,0.016325
../data/VOCdevkit/VOC2012\JPEGImages\2009_004140.jpg,0.000585,0.0050420000000000005,0.006975,0.001772,0.039269,0.00037200000000000004,0.0040030000000000005,0.017043,0.8667809999999999,0.000886,0.747548,0.00815,0.00018899999999999999,0.000449,0.015889,0.967353,6.8e-05,0.023408,0.000263,0.020619
../data/VOCdevkit/VOC2012\JPEGImages\2009_000811.jpg,0.010381,0.010409999999999999,0.002112,0.000551,0.03055,0.001535,0.020911000000000003,0.001877,0.986657,0.000379,0.730867,0.001625,0.0007830000000000001,0.005614,0.011382999999999999,0.201031,7.2e-05,0.022518,0.000633,0.045356
../data/VOCdevkit/VOC2012\JPEGImages\2010_005369.jpg,8.3e-05,0.0023539999999999998,0.000194,0.00025699999999999996,0.41147399999999995,0.000182,0.007881,0.0025629999999999997,0.570385,6.2e-05,0.729537,0.00344,0.000242,0.000471,0.999767,0.15246800000000002,0.000679,0.019594999999999998,0.00059,0.084151
../data/VOCdevkit/VOC2012\JPEGImages\2009_001775.jpg,0.000134,0.0014730000000000001,0.002499,0.000598,0.02245,0.000357,0.002418,0.024997,0.995333,0.00011499999999999999,0.72145,0.006412,0.000273,9.2e-05,0.00614,0.8464969999999999,2.4e-05,0.023884,0.000106,0.023088
../data/VOCdevkit/VOC2012\JPEGImages\2008_006841.jpg,0.000344,0.0053549999999999995,0.002357,0.0011619999999999998,0.055595000000000006,0.001232,0.003699,0.005416,0.9916809999999999,0.000566,0.720444,0.005185,0.0017809999999999998,0.0009570000000000001,0.096318,0.34624499999999997,0.000121,0.121136,0.00042199999999999996,0.08369299999999999
../data/VOCdevkit/VOC2012\JPEGImages\2008_002521.jpg,0.0017649999999999999,0.001323,0.002333,0.001037,0.039967,0.000143,0.0009480000000000001,0.005103,0.9936709999999999,0.000266,0.717481,0.001766,0.000512,0.000134,0.01022,0.231645,2.8000000000000003e-05,0.045629,0.000138,0.283992
../data/VOCdevkit/VOC2012\JPEGImages\2008_006151.jpg,0.000984,0.000356,0.002531,0.001274,0.018072,0.0010869999999999999,0.0029739999999999996,0.001092,0.996928,0.000126,0.7172850000000001,0.001218,0.004286,0.00018600000000000002,0.060226999999999996,0.020735,4.7e-05,0.002719,0.00011399999999999999,0.004717
../data/VOCdevkit/VOC2012\JPEGImages\2010_004229.jpg,0.002648,0.004763,0.003062,0.002583,0.11836700000000001,0.000947,0.002823,0.037614999999999996,0.9429790000000001,0.001164,0.711576,0.007761,0.001265,0.00103,0.07237,0.254222,0.00015900000000000002,0.051036,0.001734,0.496349
../data/VOCdevkit/VOC2012\JPEGImages\2011_001366.jpg,0.007661,0.0019210000000000002,0.0029,0.002065,0.042874,0.00045,0.003331,0.007633,0.9839620000000001,0.00025499999999999996,0.695912,0.0017760000000000002,0.0008640000000000001,0.000401,0.023184,0.147699,6.4e-05,0.041072000000000004,0.000176,0.180533
../data/VOCdevkit/VOC2012\JPEGImages\2010_002728.jpg,0.002545,0.00236,0.004693,0.0026969999999999997,0.027419,0.000731,0.004759,0.011822,0.990476,0.000291,0.679136,0.004854,0.0027559999999999998,0.000446,0.027655000000000002,0.262681,4.9e-05,0.01685,0.000493,0.102177
../data/VOCdevkit/VOC2012\JPEGImages\2008_002071.jpg,0.002245,0.012414,0.005006,0.009743,0.023084999999999998,0.008614,0.019133,0.003007,0.975981,0.0011769999999999999,0.672902,0.013413,0.004666,0.00108,0.027745,0.7187279999999999,0.000226,0.007891,0.000604,0.0047
../data/VOCdevkit/VOC2012\JPEGImages\2011_001346.jpg,0.002732,0.002723,0.005247,0.004309,0.080251,9.6e-05,0.0008699999999999999,0.016212999999999998,0.9145459999999999,0.00041600000000000003,0.6586569999999999,0.0033950000000000004,0.002294,0.00058,0.500395,0.092417,0.000383,0.036805000000000004,0.0008230000000000001,0.063481
../data/VOCdevkit/VOC2012\JPEGImages\2008_008093.jpg,5.1e-05,0.00108,0.000291,0.000592,0.08354,6.6e-05,0.0007830000000000001,0.001605,0.324357,8.8e-05,0.656179,0.0043219999999999995,0.00011899999999999999,0.00018,0.998275,0.406873,0.000128,0.084355,3.2e-05,0.280553
../data/VOCdevkit/VOC2012\JPEGImages\2011_002391.jpg,6.4e-05,0.003387,0.00042199999999999996,0.000181,0.049951999999999996,0.001064,0.005084,0.002194,0.985534,0.000138,0.648254,0.001318,0.000213,0.000373,0.014118,0.735957,1.4999999999999999e-05,0.026137999999999998,0.0008150000000000001,0.041995
../data/VOCdevkit/VOC2012\JPEGImages\2010_001574.jpg,0.00031299999999999996,0.0006230000000000001,0.001126,0.00031299999999999996,0.014747,8.9e-05,0.001123,0.00296,0.995173,0.000126,0.647432,0.001157,0.000181,2.6000000000000002e-05,0.00932,0.11934000000000002,1.8e-05,0.161357,0.000118,0.098201
