image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000021.jpg,0.999999,4.8e-05,0.0,1e-06,2.9999999999999997e-05,3.3e-05,7.6e-05,1e-06,0.0,0.000101,1e-06,1e-06,0.00055,0.00027400000000000005,0.005164,7.2e-05,8e-06,0.0,2.8999999999999997e-05,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2011_000103.jpg,0.999999,0.00011999999999999999,0.0,0.0,2.8000000000000003e-05,8.4e-05,0.000364,1e-06,0.0,0.00014,0.0,0.0,0.00036899999999999997,3.4e-05,0.002203,6.1e-05,2.7000000000000002e-05,0.0,1.4999999999999999e-05,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2010_004238.jpg,0.999999,4e-05,0.0,1e-06,1.3000000000000001e-05,8.6e-05,0.000302,1e-06,0.0,3.5e-05,1e-06,1e-06,7.900000000000001e-05,8e-06,0.002496,8.7e-05,5e-06,0.0,4.3e-05,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_000440.jpg,0.9999979999999999,3.4e-05,1e-06,3e-06,1.2e-05,0.00020899999999999998,0.000109,2e-06,0.0,9.2e-05,1e-06,1e-06,0.00018,5e-06,0.002029,9.2e-05,8e-06,0.0,2.2e-05,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_004314.jpg,0.9999979999999999,5e-05,0.0,0.0,9e-06,0.000155,0.000173,0.0,0.0,5.3e-05,0.0,0.0,0.000323,1.8e-05,0.004211,3.6e-05,4e-06,0.0,0.00041500000000000006,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2011_001114.jpg,0.9999979999999999,4.9e-05,1e-06,3e-06,5.2000000000000004e-05,2e-05,5e-05,4e-06,3e-06,5.6999999999999996e-05,3e-06,2e-06,0.000207,1.3000000000000001e-05,0.001894,0.000262,4e-06,0.0,0.000133,2e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_008044.jpg,0.9999979999999999,0.000122,0.0,2e-06,5.3e-05,5e-05,0.00048499999999999997,7.000000000000001e-06,9e-06,7.7e-05,5e-06,5e-06,0.00021099999999999998,8.7e-05,0.002304,0.000305,9e-06,0.0,4e-05,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_003976.jpg,0.9999969999999999,1.7e-05,0.0,2e-06,1e-05,0.000276,7.4e-05,0.0,0.0,4.4e-05,0.0,0.0,0.000231,6e-06,0.002486,3.7e-05,3e-06,0.0,0.000463,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2011_001407.jpg,0.9999969999999999,2.4e-05,0.0,3e-06,4.9e-05,1.3000000000000001e-05,0.000135,1.2e-05,4e-06,2.4e-05,2e-06,2e-06,8.6e-05,4e-06,0.0009720000000000001,5.9e-05,6e-06,0.0,1.3000000000000001e-05,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_003950.jpg,0.9999969999999999,4.3e-05,0.0,1e-06,9e-06,0.000268,0.00035299999999999996,2e-06,0.0,0.000225,1e-06,1e-06,0.000225,8e-06,0.0017399999999999998,3.8e-05,9e-06,0.0,4e-05,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2009_003635.jpg,0.9999969999999999,0.000101,2e-06,3e-06,0.00010700000000000001,1.1e-05,0.00013000000000000002,4.1e-05,1.3000000000000001e-05,8e-06,6e-06,4e-06,3.6e-05,6e-06,0.0006519999999999999,0.000246,3e-06,2e-06,1e-05,2.5e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_003369.jpg,0.9999959999999999,9.1e-05,1e-05,8e-06,6.6e-05,1.2e-05,0.00021400000000000002,0.000301,9e-06,1.3000000000000001e-05,1.1e-05,7.000000000000001e-06,5.7999999999999994e-05,7.000000000000001e-06,0.000709,0.000236,4e-06,2e-06,5e-06,1.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_001546.jpg,0.9999959999999999,4.1e-05,2e-06,2e-06,4e-05,1.4000000000000001e-05,5.4000000000000005e-05,8e-06,8e-06,1.4999999999999999e-05,6e-06,0.0,2.5e-05,6e-06,0.000399,6.9e-05,1e-06,0.0,7.000000000000001e-06,2e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_005114.jpg,0.9999959999999999,4.3e-05,5e-06,5e-06,7.2e-05,2e-05,9.4e-05,2.1e-05,4e-06,5.9e-05,3e-06,1e-06,6.2e-05,1.2e-05,0.0014349999999999999,0.00016299999999999998,3e-06,0.0,8e-06,1.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_000817.jpg,0.9999959999999999,8.3e-05,3e-06,5e-06,8.7e-05,7.000000000000001e-06,0.00014,6.1e-05,5e-06,2.3e-05,4e-06,2e-06,1.3000000000000001e-05,1.3000000000000001e-05,0.0006230000000000001,0.0001,4e-06,0.0,3e-06,1.2e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_000513.jpg,0.9999950000000001,5.1e-05,0.0,2e-06,2.9999999999999997e-05,0.00011999999999999999,0.000306,1e-06,0.0,2.5e-05,1e-06,1e-06,0.00023799999999999998,3e-06,0.001853,5.2000000000000004e-05,1.4000000000000001e-05,0.0,0.000122,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2009_003696.jpg,0.9999950000000001,0.000245,3e-06,4e-06,7.900000000000001e-05,9.300000000000001e-05,0.000408,1.4000000000000001e-05,6e-06,0.00016,5e-06,9e-06,0.00063,3.6e-05,0.004727,0.000314,3.8e-05,1e-06,4e-05,2e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_000387.jpg,0.9999950000000001,2.9999999999999997e-05,0.0,4e-06,4.3e-05,1.4999999999999999e-05,0.00042300000000000004,9e-06,5e-06,2.8999999999999997e-05,4e-06,3e-06,3.5e-05,5e-06,0.001115,0.000164,3e-06,0.0,8e-06,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_003947.jpg,0.9999950000000001,5.1e-05,7.000000000000001e-06,2.4e-05,4.3e-05,3.8e-05,0.000164,1.8e-05,6e-06,0.000101,6e-06,2e-06,9e-05,6e-06,0.0007570000000000001,0.000145,1.2e-05,0.0,1.9e-05,4e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_002614.jpg,0.9999950000000001,6.1e-05,0.000144,0.0,8.7e-05,0.0,3e-06,8.1e-05,1e-06,1.6e-05,1e-06,3e-06,1e-06,1.7e-05,3.9e-05,0.000544,2e-06,1e-06,0.0,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_004108.jpg,0.9999950000000001,0.000113,0.0,4e-06,3.9e-05,0.000267,0.0006129999999999999,2e-06,1e-06,9.6e-05,2e-06,2e-06,0.00018899999999999999,1.2e-05,0.002089,0.000153,9e-06,0.0,0.00032900000000000003,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2010_003051.jpg,0.9999950000000001,4e-05,0.0,2e-06,5.2000000000000004e-05,8.6e-05,0.000207,1.2e-05,7.000000000000001e-06,1.8e-05,2e-06,6e-06,8.1e-05,1.6e-05,0.001615,6.6e-05,6e-06,0.0,8.1e-05,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_004312.jpg,0.999993,8.4e-05,3e-06,1.2e-05,0.000167,2.6000000000000002e-05,0.00011100000000000001,3.9e-05,6e-06,4.2e-05,4e-06,2e-06,2.2e-05,2.8999999999999997e-05,0.0010960000000000002,0.000145,4e-06,1e-06,3e-06,9e-06
../data/VOCdevkit/VOC2012\JPEGImages\2011_000656.jpg,0.999993,5.4000000000000005e-05,0.0,6e-06,5.5e-05,3.8e-05,0.000102,6e-06,1e-06,9.7e-05,1e-06,2e-06,7.5e-05,9e-06,0.001927,9.7e-05,9e-06,0.0,0.000117,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000805.jpg,0.999992,0.000143,1e-06,2e-06,5.3e-05,1.6e-05,0.000651,4e-06,1e-06,1.3000000000000001e-05,1e-06,1e-06,0.000146,0.000164,0.002535,8.499999999999999e-05,1.3000000000000001e-05,0.0,9.300000000000001e-05,2e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_001294.jpg,0.999992,9.2e-05,1e-06,3e-06,4.8e-05,5.4000000000000005e-05,7.6e-05,2e-06,3e-06,0.000184,3e-06,2e-06,0.00028199999999999997,8e-06,0.00199,0.000185,1.4000000000000001e-05,0.0,0.000684,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_003876.jpg,0.999992,0.00013700000000000002,7.000000000000001e-06,1e-05,0.00020800000000000001,1.2e-05,3.6e-05,4.3e-05,9e-06,3.7e-05,9e-06,6e-06,4.6e-05,2.8000000000000003e-05,0.001208,0.00041,7.000000000000001e-06,2e-06,6e-06,2.2e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_003905.jpg,0.999992,0.00010700000000000001,0.0,1e-06,5.1e-05,3.9e-05,0.000452,1e-05,1e-05,4e-06,3e-06,9e-06,0.00010800000000000001,1.8e-05,0.002355,0.00013700000000000002,6e-06,0.0,2.1e-05,2e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_001851.jpg,0.999991,5.1e-05,3e-06,2.1e-05,4.5e-05,2e-05,0.001281,6.4e-05,3e-06,1.1e-05,3e-06,4e-06,1.2e-05,7.000000000000001e-06,0.000576,5.2000000000000004e-05,3e-06,0.0,1e-06,2e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_002432.jpg,0.999991,0.00021600000000000002,2e-06,2e-06,0.000126,3.7e-05,0.0006889999999999999,5.3e-05,4e-06,2.9999999999999997e-05,3e-06,1e-06,1.7e-05,1.8e-05,0.001023,0.00011200000000000001,3e-06,0.0,8e-06,5e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_000734.jpg,0.9999899999999999,6.4e-05,0.0,5e-06,1.8e-05,7e-05,0.000975,1e-06,0.0,2.7000000000000002e-05,0.0,1e-06,5.9999999999999995e-05,2e-06,0.0010869999999999999,4.8e-05,2.3e-05,0.0,0.000113,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2011_002091.jpg,0.9999899999999999,4.7e-05,0.0,4e-06,3.8e-05,0.000183,0.001898,9e-06,1e-06,4.7e-05,1e-06,2e-06,3.7e-05,1.3000000000000001e-05,0.00106,7e-05,1.8e-05,0.0,4.9e-05,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2008_004726.jpg,0.9999889999999999,2.9999999999999997e-05,2.5e-05,8e-06,0.000131,6e-06,8.4e-05,3.2e-05,1.1e-05,1.9e-05,8e-06,3e-06,1.2e-05,8e-06,0.00028399999999999996,0.00021600000000000002,2e-06,1e-06,3e-06,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_001174.jpg,0.9999879999999999,7.099999999999999e-05,6e-06,1.6e-05,6.500000000000001e-05,1e-05,0.00034500000000000004,7.4e-05,2e-05,6.9e-05,1.7e-05,1.3000000000000001e-05,8.499999999999999e-05,2.4e-05,0.001011,0.0005639999999999999,8e-06,2e-06,3.2e-05,1.3000000000000001e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_008373.jpg,0.9999879999999999,0.000145,3e-06,2.5e-05,0.000105,0.00011599999999999999,0.000101,7.000000000000001e-06,6e-06,0.000217,8e-06,3e-06,0.000367,5.3e-05,0.0017809999999999998,0.000239,1.8e-05,0.0,0.000373,6e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_001652.jpg,0.9999879999999999,7.099999999999999e-05,7.3e-05,4e-06,5.7999999999999994e-05,8e-06,6.3e-05,6.9e-05,3e-06,9.4e-05,3e-06,2e-06,4.7e-05,1e-05,0.000833,0.0001,3e-06,1e-06,1.6e-05,1.7e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_003127.jpg,0.9999879999999999,4.8e-05,1e-06,5e-06,3.4e-05,0.000171,0.000437,1e-06,1e-06,0.00043200000000000004,3e-06,2e-06,0.0019420000000000001,6.2e-05,0.011062,9.6e-05,3.8e-05,0.0,0.0012900000000000001,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2009_001549.jpg,0.9999879999999999,6.7e-05,0.0,4e-06,3.8e-05,1.9e-05,0.001274,1.3000000000000001e-05,2e-06,8e-06,1e-06,5e-06,2.2e-05,1.4999999999999999e-05,0.0032479999999999996,0.000167,5e-06,0.0,1e-05,4e-06
