image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2010_000865.jpg,1.3000000000000001e-05,2.8999999999999997e-05,5e-06,1e-06,2.5e-05,0.000659,4e-05,1e-05,2.6000000000000002e-05,1e-05,3e-06,0.000454,4e-06,8.6e-05,0.118775,0.001036,2e-06,0.0,1.0,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_001245.jpg,1e-06,2.8000000000000003e-05,3e-06,0.0,8e-06,0.000294,3.9e-05,2e-06,8e-06,5e-06,0.0,0.000296,0.0,1.1e-05,0.061748000000000004,0.000907,1e-06,0.0,1.0,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2011_002379.jpg,1.3000000000000001e-05,2.2e-05,7.000000000000001e-06,4e-06,3.9e-05,6.3e-05,5.3e-05,1e-05,6.6e-05,1.7e-05,2e-06,0.00059,9e-06,2.4e-05,0.095126,0.0006349999999999999,5e-06,1e-06,1.0,1.4999999999999999e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_005220.jpg,0.0,6e-06,3e-06,0.0,1.4000000000000001e-05,0.000168,1.3000000000000001e-05,2e-06,2.7000000000000002e-05,4e-06,1e-06,0.000212,0.0,2.3e-05,0.067409,0.001959,1e-06,0.0,1.0,1e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_000537.jpg,0.00042,0.000126,1e-06,2e-06,2.4e-05,0.00022799999999999999,0.000196,0.0,1.1e-05,1e-05,1e-06,2.8999999999999997e-05,8e-06,9e-06,0.038038,0.002107,2e-06,0.0,1.0,0.0
../data/VOCdevkit/VOC2012\JPEGImages\2009_000658.jpg,1e-06,2.6000000000000002e-05,8e-06,1e-06,1.4999999999999999e-05,0.000277,6.500000000000001e-05,1.7e-05,5.7999999999999994e-05,1.4999999999999999e-05,2e-06,0.00156,2e-06,0.00011999999999999999,0.140164,0.003144,5e-06,1e-06,0.999999,1.6e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_004468.jpg,3e-06,2.3e-05,5.1e-05,9e-06,1.9e-05,2.5e-05,8.1e-05,9e-06,7.2e-05,7.000000000000001e-06,2e-06,0.000278,3e-06,3.1e-05,0.020087999999999998,0.002535,2e-06,0.0,0.999999,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_008055.jpg,2e-06,0.000167,4e-06,3e-06,3.8e-05,0.001139,0.00061,5e-06,0.000155,7.000000000000001e-06,5e-06,0.000166,5e-06,4.8e-05,0.15631199999999998,0.0022559999999999998,3e-06,0.0,0.999999,1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_001259.jpg,1e-06,2.5e-05,6e-06,0.0,1e-05,0.00011499999999999999,3.7e-05,3e-06,1.1e-05,1.1e-05,1e-06,0.000583,1e-06,4e-05,0.108386,0.002955,5e-06,0.0,0.999999,5e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_003826.jpg,9e-06,0.00031299999999999996,2e-06,1e-06,2.7000000000000002e-05,0.000599,0.0067469999999999995,4e-06,5.9e-05,2.3e-05,1e-06,0.000212,2e-06,7.2e-05,0.0844,0.008209000000000001,3e-06,0.0,0.9999979999999999,7.000000000000001e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_000628.jpg,0.00011100000000000001,0.000279,4.2e-05,1e-05,0.00043799999999999997,7.4e-05,0.0014529999999999999,5e-06,8.6e-05,0.00024300000000000002,3e-06,0.000233,0.000263,0.000184,0.086883,0.001035,2.6000000000000002e-05,1e-06,0.9999979999999999,5e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_002291.jpg,1.2e-05,2e-05,1e-05,5e-06,3.6e-05,0.000583,0.00018700000000000002,1e-05,0.000106,5.1e-05,1.1e-05,0.000295,2.3e-05,0.00020099999999999998,0.123378,0.0039020000000000005,4e-06,1e-06,0.9999969999999999,1.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_000521.jpg,6e-06,4e-05,2.7000000000000002e-05,4e-06,4.3e-05,0.00020299999999999997,3.8e-05,2.7000000000000002e-05,0.000162,2.9999999999999997e-05,9e-06,0.0016899999999999999,1.6e-05,0.000155,0.099142,0.002156,3.3e-05,2e-06,0.9999969999999999,6.500000000000001e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_008336.jpg,0.000197,0.0006219999999999999,5e-06,9e-06,0.0001,0.001247,0.00902,4.8e-05,0.00018899999999999999,1.3000000000000001e-05,1e-05,0.000272,2.2e-05,0.000105,0.270045,0.0027329999999999998,8e-06,3e-06,0.9999959999999999,3.2e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_005130.jpg,0.00021400000000000002,8.7e-05,5e-06,3e-06,2.9999999999999997e-05,0.000328,0.000242,9e-06,1.3000000000000001e-05,7.2e-05,1e-06,0.000302,5e-06,4e-05,0.060348,0.0007379999999999999,1e-05,0.0,0.9999959999999999,7.000000000000001e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_004779.jpg,0.000145,0.000133,9e-06,6e-06,0.000118,0.001422,0.004414,1.3000000000000001e-05,0.000299,0.000143,1.1e-05,0.00010800000000000001,0.000244,0.00037400000000000004,0.175598,0.001875,3.4e-05,1e-06,0.9999959999999999,9e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_000051.jpg,8.7e-05,4e-05,3e-06,5e-06,1.3000000000000001e-05,0.002512,0.000736,3e-06,1.6e-05,2.3e-05,2e-06,0.000223,5e-06,7.7e-05,0.057232000000000005,0.000773,2e-06,0.0,0.9999959999999999,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_001118.jpg,1e-05,0.000146,4e-06,1e-06,0.000133,0.0006389999999999999,0.0006889999999999999,4.8e-05,0.000417,1.3000000000000001e-05,1.4000000000000001e-05,0.000246,1e-05,0.00016299999999999998,0.37597600000000003,0.006036,2e-06,8e-06,0.9999959999999999,0.0013109999999999999
../data/VOCdevkit/VOC2012\JPEGImages\2009_004019.jpg,0.01487,9.4e-05,0.0,4e-06,1.7e-05,6e-06,0.000308,5e-06,1.1e-05,1.4000000000000001e-05,1e-06,4.1e-05,1.8e-05,5e-06,0.030026999999999998,0.000734,2e-06,0.0,0.999992,8e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_001468.jpg,6e-06,0.000192,3.1e-05,3e-06,0.000176,0.0046700000000000005,0.000371,0.000139,0.000601,9e-05,4.6e-05,0.0019510000000000003,1.1e-05,0.000337,0.35021399999999997,0.010418,1.3000000000000001e-05,7.000000000000001e-06,0.999991,3.4e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_004367.jpg,1e-05,5.6000000000000006e-05,5e-06,2e-06,3.1e-05,0.004502,0.000621,1.3000000000000001e-05,6.1e-05,3.1e-05,4e-06,0.000587,8e-06,0.000293,0.210327,0.002822,4e-06,1e-06,0.999991,2.5e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_003185.jpg,0.000157,0.00010800000000000001,1.2e-05,2.5e-05,5.7999999999999994e-05,0.003995,0.000175,2.7000000000000002e-05,0.000197,6.3e-05,1.9e-05,0.00031099999999999997,1.8e-05,0.000103,0.087498,0.0052759999999999994,1.1e-05,2e-06,0.9999889999999999,1.7e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_000195.jpg,3.8e-05,0.000122,3.1e-05,7.000000000000001e-06,0.00041600000000000003,0.00035299999999999996,0.0005110000000000001,0.000152,0.000367,4.8e-05,5e-05,0.002479,6.9e-05,0.001423,0.13908099999999998,0.007949,1.8e-05,9e-06,0.9999889999999999,1.8e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_000283.jpg,5.5e-05,0.000872,1.2e-05,3.1e-05,0.000148,0.001936,0.009276000000000001,1.3000000000000001e-05,0.000785,0.00011599999999999999,1.6e-05,0.00036,0.00014099999999999998,0.000194,0.088407,0.006265,1.8e-05,3e-06,0.9999879999999999,1.2e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_003514.jpg,5.5e-05,0.004772,4.8e-05,1.4000000000000001e-05,0.00042300000000000004,0.000526,0.004756,6.1e-05,0.000184,0.00026000000000000003,7.000000000000001e-06,0.001065,9.9e-05,0.000519,0.16258399999999998,0.003535,0.000101,3e-06,0.9999879999999999,2.5e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_004610.jpg,1.6e-05,7.099999999999999e-05,2.6000000000000002e-05,1.1e-05,8.9e-05,0.004499,0.000824,1.8e-05,0.000386,1.7e-05,1.1e-05,0.000299,1.6e-05,0.00023700000000000001,0.15151199999999998,0.002282,4e-06,5e-06,0.9999870000000001,6.8e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_001525.jpg,1.9e-05,3.4e-05,1.4000000000000001e-05,1e-05,3.5e-05,0.015786,0.000259,2.1e-05,0.000118,1.4999999999999999e-05,9e-06,0.000379,5e-06,8.8e-05,0.099301,0.0017980000000000001,5e-06,1e-06,0.9999870000000001,1.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_001951.jpg,5e-06,0.000103,2.7000000000000002e-05,3.3e-05,7.2e-05,0.000443,0.000604,2.9999999999999997e-05,0.000162,4.5e-05,8e-06,0.000398,1.4000000000000001e-05,5.7999999999999994e-05,0.133141,0.0035479999999999995,9e-06,1e-06,0.999985,9e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_002441.jpg,5.7999999999999994e-05,0.000599,4.7e-05,1.2e-05,0.000109,0.005582999999999999,0.002378,7.3e-05,0.000339,0.000166,1.6e-05,0.001426,3.4e-05,0.00031299999999999996,0.252732,0.005469,3.6e-05,1.2e-05,0.999985,7.5e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_001788.jpg,0.000162,0.00023199999999999997,3e-06,7.5e-05,7.5e-05,0.006808,0.002994,6e-06,0.0001,1.3000000000000001e-05,9e-06,3.9e-05,2e-05,5.3e-05,0.059079999999999994,0.002294,1.4999999999999999e-05,0.0,0.999984,5e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_001333.jpg,2.5e-05,6.6e-05,2.7000000000000002e-05,4.4e-05,9.499999999999999e-05,0.000156,0.00016999999999999999,8.4e-05,0.00031600000000000004,1e-05,1.9e-05,0.001267,1.3000000000000001e-05,0.000153,0.08313,0.0053219999999999995,1e-05,4e-06,0.999983,7.8e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_005446.jpg,3.8e-05,2.2e-05,8e-06,1e-05,3.4e-05,0.0031780000000000003,0.000405,1.2e-05,5.6999999999999996e-05,9e-06,1e-05,0.000411,6e-06,0.000127,0.10943699999999999,0.002262,4e-06,1e-06,0.999983,1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_001086.jpg,4e-06,0.000134,6e-06,2e-06,7.3e-05,0.046669999999999996,0.0035590000000000005,8e-06,0.000261,4.3e-05,7.000000000000001e-06,0.0005070000000000001,1.4999999999999999e-05,0.000122,0.162445,0.018905,3e-06,1e-06,0.9999809999999999,7.000000000000001e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_004329.jpg,8.1e-05,0.00018700000000000002,3.1e-05,2.3e-05,9.2e-05,0.00042300000000000004,0.000692,5.1e-05,0.000462,5.6000000000000006e-05,1.7e-05,0.001088,9e-05,6.3e-05,0.090806,0.003472,3.4e-05,5e-06,0.99998,0.000516
../data/VOCdevkit/VOC2012\JPEGImages\2009_002712.jpg,0.002064,9.7e-05,1e-05,2.1e-05,2.9999999999999997e-05,0.000472,0.0005480000000000001,1.4999999999999999e-05,1.2e-05,1.3000000000000001e-05,1e-06,0.000294,3e-06,1.9e-05,0.020358,0.001898,9e-06,0.0,0.999978,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2011_001375.jpg,6.4e-05,0.001093,9e-06,2.8000000000000003e-05,0.000177,0.012863,0.14804,3.5e-05,0.000792,0.000175,4.7e-05,0.000314,0.000601,0.002467,0.137956,0.005293,2.7000000000000002e-05,1e-05,0.999978,5.5e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_003146.jpg,0.00011100000000000001,7.5e-05,1.3000000000000001e-05,1.3000000000000001e-05,0.000321,0.006825,0.000964,6.2e-05,0.000291,5.5e-05,5.6999999999999996e-05,0.000711,0.000288,0.006836,0.164258,0.0033659999999999996,2.5e-05,9e-06,0.999978,3.6e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_002294.jpg,0.000245,0.0009460000000000001,2.6000000000000002e-05,6.4e-05,0.000122,0.018856,0.012101,5.6000000000000006e-05,0.000366,0.00010800000000000001,3.8e-05,0.00020800000000000001,5.2000000000000004e-05,0.000321,0.181598,0.010779,4.4e-05,6e-06,0.999975,0.000227
