image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2009_001456.jpg,2.7000000000000002e-05,0.9992770000000001,6e-06,1.6e-05,0.010820999999999999,0.00215,0.073421,0.000143,0.00066,2e-06,1e-05,9.300000000000001e-05,9e-06,0.00233,0.009672,0.78574,1e-06,1.2e-05,5e-06,3e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_008711.jpg,0.00038199999999999996,0.9990690000000001,4.7e-05,7.7e-05,0.025394,0.005305,0.136596,0.00044500000000000003,0.004423,4.5e-05,0.00020800000000000001,0.000458,0.000697,0.003535,0.047762,0.477709,2.8000000000000003e-05,7.6e-05,0.001004,5.7999999999999994e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_005116.jpg,2e-05,0.9990530000000001,7.000000000000001e-06,3.1e-05,0.027006,0.005132,0.161435,0.0017690000000000002,0.001876,6e-06,5.4000000000000005e-05,0.00043499999999999995,8e-06,0.001325,0.042036000000000004,0.9337639999999999,2e-06,6.4e-05,6.1e-05,2.2e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_004822.jpg,3.3e-05,0.998761,2.9999999999999997e-05,2.4e-05,0.120353,0.0054,0.15916,6.6e-05,0.000489,1.3000000000000001e-05,5.5e-05,0.000484,0.002526,0.089741,0.9831610000000001,0.06887599999999999,8.6e-05,3.8e-05,0.000183,8e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_002194.jpg,4e-06,0.9986430000000001,2.2e-05,0.00024700000000000004,0.049982,0.008176000000000001,0.132898,0.000182,0.006321,3.3e-05,0.000154,0.000254,0.00043099999999999996,0.000563,0.136579,0.523079,1.1e-05,1.3000000000000001e-05,0.001609,9e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_005178.jpg,0.003356,0.9985459999999999,0.00023500000000000002,0.000394,0.025004,0.005803,0.034212,0.000499,0.032323000000000005,1.6e-05,0.000742,0.00021600000000000002,0.000213,0.0012,0.027041000000000003,0.157413,2.1e-05,0.000384,0.00031600000000000004,0.000315
../data/VOCdevkit/VOC2012\JPEGImages\2011_000412.jpg,1.3000000000000001e-05,0.998541,2.3e-05,4.5e-05,0.064954,0.009432,0.06439199999999999,6.3e-05,0.003254,1.1e-05,4.7e-05,0.000321,4.8e-05,0.002411,0.018969999999999997,0.809042,4e-06,2.7000000000000002e-05,2.7000000000000002e-05,6e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_007719.jpg,0.0011070000000000001,0.997526,0.00015,0.000147,0.055626,0.002104,0.01464,0.0009960000000000001,0.008458,1.9e-05,0.00021,0.00024300000000000002,0.00027,0.009529000000000001,0.040602,0.38600300000000004,1.4000000000000001e-05,0.000271,3.8e-05,0.000129
../data/VOCdevkit/VOC2012\JPEGImages\2008_004363.jpg,4.7e-05,0.997333,0.000575,6.2e-05,0.081727,0.002154,0.022224,0.0007650000000000001,0.5594680000000001,7.000000000000001e-06,0.006929,0.000167,0.000132,0.000246,0.008445000000000001,0.26310500000000003,4e-06,0.0005099999999999999,3.4e-05,0.001235
../data/VOCdevkit/VOC2012\JPEGImages\2009_000896.jpg,6.4e-05,0.997129,2e-05,8.8e-05,0.106869,0.044149,0.225347,0.000168,0.0009289999999999999,2.5e-05,8.1e-05,0.000229,0.008064,0.035321,0.9780049999999999,0.009854,0.000217,2.4e-05,0.050516000000000005,2.9999999999999997e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_001049.jpg,0.000156,0.996857,1.3000000000000001e-05,4.9e-05,0.022016,0.042526999999999995,0.09324500000000001,1.2e-05,0.0015710000000000001,2e-05,7.7e-05,5.3e-05,0.000801,0.000292,0.053891999999999995,0.043914,6.500000000000001e-05,3e-06,0.0009630000000000001,6e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_004592.jpg,7.099999999999999e-05,0.9965229999999999,1.1e-05,1.3000000000000001e-05,0.029671,0.000245,0.023912,0.030094,0.020322999999999997,2e-06,0.000295,9.8e-05,4.9e-05,0.0038060000000000004,0.014053,0.555663,2e-06,4.6e-05,4.2e-05,6.4e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_003270.jpg,0.002566,0.995434,3.4e-05,3.3e-05,0.045426999999999995,0.001379,0.065952,0.004072,0.001382,3.9e-05,8.6e-05,0.000155,0.000332,0.080322,0.039552,0.161874,5.5e-05,0.000109,0.00098,0.000102
../data/VOCdevkit/VOC2012\JPEGImages\2009_000985.jpg,0.0006,0.9950040000000001,0.00010400000000000001,0.000343,0.018951,0.000519,0.043726,0.0009939999999999999,0.0014550000000000001,4e-06,4.4e-05,4.1e-05,4.8e-05,0.002219,0.013103,0.276866,2e-06,2.5e-05,7.900000000000001e-05,6.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_002030.jpg,0.027701,0.994834,0.000109,0.000161,0.024333,0.001704,0.034464999999999996,0.001189,0.007156,3.2e-05,0.00043200000000000004,0.00022,0.000366,0.0015689999999999999,0.062366,0.10015,2.9999999999999997e-05,0.00048600000000000005,0.000983,0.000425
../data/VOCdevkit/VOC2012\JPEGImages\2008_002883.jpg,0.013181,0.9945799999999999,7.8e-05,6.6e-05,0.011442,0.000522,0.014197,0.000582,0.006295,7.000000000000001e-06,8.6e-05,0.00019099999999999998,0.000167,0.0026079999999999996,0.0187,0.178757,5e-06,0.0002,0.000596,0.000557
../data/VOCdevkit/VOC2012\JPEGImages\2009_004934.jpg,0.000508,0.9937299999999999,0.000455,0.001814,0.0554,0.023428,0.07783,0.001986,0.027419,6.2e-05,0.0029879999999999998,0.001119,0.00045999999999999996,0.0004969999999999999,0.05732,0.41083100000000006,4.3e-05,0.000647,0.0022890000000000002,0.000848
../data/VOCdevkit/VOC2012\JPEGImages\2008_003205.jpg,0.000408,0.993447,7.2e-05,0.000188,0.265701,0.038269,0.43993699999999997,0.000241,0.002921,2.5e-05,0.000466,0.001007,0.005294,0.089104,0.993175,0.012107999999999999,0.000302,0.000175,0.004007,0.000258
../data/VOCdevkit/VOC2012\JPEGImages\2010_002814.jpg,0.000149,0.993424,5.5e-05,0.000197,0.022705,0.051233,0.39469,0.000129,0.001572,0.00020899999999999998,5.4000000000000005e-05,0.000405,0.000566,0.006662,0.098164,0.135941,6.2e-05,2.4e-05,0.008928,7.000000000000001e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_008210.jpg,0.000113,0.992799,2.1e-05,0.000127,0.019649,0.061780999999999996,0.664079,0.000195,0.000196,1.4999999999999999e-05,3.1e-05,0.000244,0.0018850000000000002,0.028970999999999997,0.997114,0.014695,8.7e-05,8e-06,0.004164,1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_000573.jpg,0.000376,0.992715,6e-06,3.6e-05,0.021222,0.009476,0.436463,0.0006889999999999999,0.005242,2.4e-05,0.000302,0.000272,0.000175,0.009789,0.04045,0.618214,1.9e-05,9.6e-05,0.000188,2.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2011_000474.jpg,0.00026000000000000003,0.992468,5e-06,1.2e-05,0.02544,0.00141,0.016451,9.1e-05,8.3e-05,5e-06,1.2e-05,1.7e-05,0.000686,0.002411,0.08404400000000001,0.489832,2e-06,1e-06,0.00041799999999999997,4e-06
../data/VOCdevkit/VOC2012\JPEGImages\2010_004921.jpg,0.00058,0.990317,0.000227,0.000197,0.049765,0.11013099999999999,0.27016599999999996,0.00044,0.001161,0.000269,0.000197,0.000295,0.011184,0.166772,0.816122,0.02445,0.000408,3.8e-05,0.006854000000000001,1.3000000000000001e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_001255.jpg,0.000869,0.990236,2.1e-05,6.500000000000001e-05,0.013796000000000001,0.006229999999999999,0.37640300000000004,0.0024879999999999998,0.000977,1.8e-05,6.7e-05,0.00037999999999999997,0.00016,0.061271000000000006,0.042648,0.387419,2.1e-05,7e-05,0.001073,3.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000803.jpg,0.000269,0.989801,5.6000000000000006e-05,5.7999999999999994e-05,0.165684,0.0026309999999999997,0.040119999999999996,0.00011399999999999999,0.0032329999999999998,8e-06,0.000859,0.000307,0.0242,0.037329,0.9931270000000001,0.024858,4e-05,7.5e-05,0.000723,0.000106
../data/VOCdevkit/VOC2012\JPEGImages\2010_006070.jpg,0.0026320000000000002,0.9897090000000001,9.9e-05,0.000172,0.010476000000000001,0.011455,0.126479,0.000663,0.005758,5.9e-05,0.000165,0.000425,0.000417,0.018668999999999998,0.030077999999999997,0.096198,4.7e-05,0.00015800000000000002,0.004659,0.000102
../data/VOCdevkit/VOC2012\JPEGImages\2008_007935.jpg,0.000434,0.985384,9.4e-05,0.000144,0.067179,0.019716,0.172847,0.00010800000000000001,0.0016940000000000002,0.000304,0.000172,0.000299,0.059630999999999997,0.040794,0.526488,0.011461,0.0008039999999999999,2.1e-05,0.009597,1.4000000000000001e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_007915.jpg,0.026643,0.985024,1.3000000000000001e-05,5.2000000000000004e-05,0.015085,0.009792,0.08594199999999999,0.00021600000000000002,0.000522,4.8e-05,2.9999999999999997e-05,0.000244,0.00128,0.034463,0.08760599999999999,0.05801900000000001,6.9e-05,3.3e-05,0.0006389999999999999,1.1e-05
../data/VOCdevkit/VOC2012\JPEGImages\2010_000254.jpg,0.008556999999999999,0.982872,2.8999999999999997e-05,0.000275,0.053517999999999996,0.02255,0.043677999999999995,4.2e-05,0.000869,3.7e-05,0.000177,3.8e-05,0.006108,0.01703,0.499332,0.014769999999999998,5.5e-05,1.4999999999999999e-05,0.000995,2.4e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_008611.jpg,0.000198,0.9823270000000001,0.0011220000000000002,0.00010700000000000001,0.10648900000000001,0.022799,0.097512,7.2e-05,0.049296,0.000262,0.0010429999999999999,0.000225,0.0028640000000000002,0.001017,0.026413,0.019441999999999997,0.000472,4.8e-05,0.002616,6.3e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000562.jpg,0.00043099999999999996,0.982101,1e-05,8.8e-05,0.034999,0.015462,0.295478,0.000206,0.0017519999999999999,1.7e-05,0.000367,0.00042699999999999997,0.010901000000000001,0.071867,0.988477,0.049694999999999996,0.00011899999999999999,9.7e-05,0.002355,7.3e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_002928.jpg,0.000221,0.98072,0.000101,0.00020099999999999998,0.07167799999999999,0.013763,0.17505199999999999,0.0006450000000000001,0.019198,0.000231,0.00040899999999999997,0.005377000000000001,0.000591,0.00386,0.027225,0.80338,8.7e-05,0.00023799999999999998,0.00024700000000000004,4.4e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_003193.jpg,0.000126,0.980662,1.9e-05,2.2e-05,0.071498,0.011470999999999999,0.048577999999999996,2.2e-05,0.001324,8.499999999999999e-05,8.7e-05,0.000192,0.009176,0.021376,0.196388,0.096185,9.300000000000001e-05,7.000000000000001e-06,0.0008849999999999999,4e-06
../data/VOCdevkit/VOC2012\JPEGImages\2009_003224.jpg,0.029057999999999997,0.9799379999999999,0.00031299999999999996,0.000562,0.041134,0.011458,0.099763,0.000342,0.076706,7.099999999999999e-05,0.002407,0.00035099999999999997,0.0010960000000000002,0.002764,0.03424,0.034575,9e-05,0.000789,0.004837,0.000848
../data/VOCdevkit/VOC2012\JPEGImages\2010_003446.jpg,8.1e-05,0.9793200000000001,2e-05,2.5e-05,0.144696,0.032048,0.178612,0.000935,0.0006230000000000001,1.6e-05,0.00020800000000000001,0.000109,0.001077,0.557821,0.969505,0.018831999999999998,8e-05,3.9e-05,0.000508,6.8e-05
../data/VOCdevkit/VOC2012\JPEGImages\2009_002833.jpg,0.014362,0.9791780000000001,4.5e-05,0.001011,0.022925,0.030999000000000002,0.165019,0.000518,0.008855,0.000102,0.00055,0.00037400000000000004,0.0031219999999999998,0.009272,0.131803,0.073354,0.000105,0.000129,0.013386000000000002,0.000172
../data/VOCdevkit/VOC2012\JPEGImages\2010_003912.jpg,0.000128,0.977634,0.000488,6.3e-05,0.176218,0.004371,0.043755,0.000471,0.005,0.000148,0.000178,0.000875,0.016281,0.155651,0.305778,0.12491700000000001,7.7e-05,2.8999999999999997e-05,0.0022890000000000002,1.6e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_006519.jpg,2e-05,0.97755,1.3000000000000001e-05,2.7000000000000002e-05,0.102844,0.006211,0.06935,2.6000000000000002e-05,0.000323,4.2e-05,8.2e-05,0.000129,0.130322,0.098997,0.999344,0.002437,0.000223,4e-06,0.001741,8e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000133.jpg,0.000482,0.9764940000000001,1.1e-05,3.2e-05,0.005014,0.000839,0.16309300000000002,0.003087,0.001145,1e-05,5.6999999999999996e-05,0.000204,4.5e-05,0.074586,0.013272999999999998,0.482152,6e-06,4.8e-05,0.00053,3.5e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_005599.jpg,3.2e-05,0.97316,3.3e-05,0.000288,0.37295500000000004,0.0041719999999999995,0.10623599999999998,0.000699,0.00817,7.6e-05,0.0017280000000000002,0.001433,0.0010199999999999999,0.041033,0.992477,0.598358,0.00016,0.000453,0.000296,0.000177
